,user_id,about,num_revs
36,1986006,"
                                            USA,                                                                                                                                ",1
37,3085189,"
                                            USA,                                                                                                                                ",1
38,4031166,"
                                            Australia,                                                                                                                                ",2
39,2869049,"
                                            China,                                                                                                                                ",1
40,2784672,"
                                            USA,                                                                                                                                ",2
41,4302989,"
                                            USA,                                                                                                                                ",3
42,4847639,"
                                            Denmark,                                                                                                                                ",1
43,3887412,"
                                            Ireland,                                                                                                                                ",1
44,3156004,"
                                            England,                                                                                                                                ",1
45,1658982,"
                                            Germany,                                                                                                                                ",1
46,3658063,"
                                            Australia,                                            Female,                                            25-30                                        ",1
47,4498926,"
                                            USA,                                                                                                                                ",1
48,2095695,"
                                            Canada,                                                                                                                                ",1
49,3352179,"
                                            Australia,                                                                                                                                ",2
50,4162075,"
                                            Netherlands,                                                                                                                                ",1
51,2994378,"
                                            England,                                            Male,                                            31-40                                        ",3
52,4736261,"
                                            Portugal,                                                                                                                                ",1
53,1465559,"
                                            Australia,                                                                                                                                ",1
54,3378079,"
                                            USA,                                            Female,                                            25-30                                        ",1
55,2755253,"
                                            Czech Republic,                                                                                                                                ",1
56,4392719,"
                                            New Zealand,                                                                                                                                ",1
57,2794559,"
                                            USA,                                                                                                                                ",1
58,3315484,"
                                            USA,                                                                                                                                ",1
59,2172481,"
                                            USA,                                                                                                                                ",12
60,4373920,"
                                            Canada,                                                                                                                                ",1
61,1573037,"
                                            Bangladesh,                                                                                                                                ",1
62,3733313,"
                                            Sweden,                                                                                                                                ",1
63,4669199,"
                                            USA,                                                                                                                                ",14
64,3506029,"
                                            Spain,                                                                                                                                ",1
65,3122792,"
                                            Canada,                                                                                                                                ",1
66,4099927,"
                                            France,                                                                                                                                ",1
67,4140026,"
                                            Canada,                                                                                                                                ",1
68,2800232,"
                                            Singapore,                                                                                                                                ",3
69,3594037,"
                                            Taiwan,                                                                                                                                ",1
70,4237383,"
                                            Argentina,                                                                                                                                ",2
71,2954026,"
                                            USA,                                                                                                                                ",1
72,3734285,"
                                            Peru,                                                                                                                                ",2
73,3860233,"
                                            England,                                                                                                                                ",1
74,3328328,"
                                            USA,                                                                                                                                ",1
75,4754467,"
                                            Spain,                                                                                                                                ",1
76,1716844,"
                                            American Samoa,                                                                                                                                ",1
77,4979423,"
                                            USA,                                                                                                                                ",1
78,1483865,"
                                            Australia,                                                                                                                                ",1
79,1881016,"
                                            Netherlands,                                                                                                                                ",1
80,3082884,"
                                            USA,                                                                                                                                ",1
81,2782011,"
                                            Mexico,                                            Couple,                                            25-30                                        ",7
82,2594181,"
                                            Canada,                                                                                                                                ",1
83,2024123,"
                                            USA,                                                                                                                                ",1
84,4863316,"
                                            Croatia,                                                                                                                                ",1
85,3876150,"
                                            Germany,                                                                                                                                ",2
86,4292244,"
                                            England,                                            Male,                                            25-30                                        ",5
87,3319407,"
                                            Australia,                                                                                                                                ",2
88,2634274,"
                                            USA,                                                                                                                                ",1
89,4564123,"
                                            USA,                                                                                                                                ",1
90,4501636,"
                                            USA,                                            SOLO,                                            THIRTYONETOFOURTY                                        ",5
91,4995420,"
                                            Australia,                                                                                                                                ",1
92,4268821,"
                                            England,                                                                                                                                ",1
93,3902182,"
                                            Australia,                                                                                                                                ",2
94,2704501,"
                                            USA,                                                                                                                                ",2
95,2983676,"
                                            Colombia,                                                                                                                                ",1
96,4074739,"
                                            England,                                                                                                                                ",1
97,3406838,"
                                            Hong Kong,                                            Female,                                            31-40                                        ",8
98,3969386,"
                                            Italy,                                                                                                                                ",1
99,4745797,"
                                            Germany,                                            Couple,                                            25-30                                        ",1
100,1609858,"
                                            USA,                                                                                                                                ",1
101,4421760,"
                                            England,                                                                                                                                ",1
102,4225156,"
                                            Spain,                                            Female,                                            18-24                                        ",1
103,3155276,"
                                            Netherlands,                                                                                                                                ",1
104,1004454,"
                                            Canada,                                                                                                                                ",1
105,3756291,"
                                            Poland,                                                                                                                                ",1
106,4541662,"
                                            USA,                                                                                                                                ",1
107,4823109,"
                                            Malaysia,                                            Male,                                            31-40                                        ",2
108,4870404,"
                                            USA,                                                                                                                                ",1
109,1247650,"
                                            England,                                                                                                                                ",6
110,4054159,"
                                            USA,                                                                                                                                ",1
111,4856666,"
                                            Australia,                                                                                                                                ",1
112,2964488,"
                                            USA,                                                                                                                                ",2
113,2863079,"
                                            Taiwan,                                                                                                                                ",1
114,2520147,"
                                            Australia,                                                                                                                                ",1
115,2871912,"
                                            Canada,                                                                                                                                ",3
116,1763758,"
                                            Ireland,                                                                                                                                ",2
117,2750584,"
                                            Brazil,                                                                                                                                ",1
118,3112654,"
                                            England,                                                                                                                                ",1
119,2800423,"
                                            France,                                                                                                                                ",1
120,4448488,"
                                            Australia,                                                                                                                                ",1
121,2866615,"
                                            Hong Kong,                                            Female,                                            25-30                                        ",3
122,1516754,"
                                            England,                                                                                                                                ",1
123,1492648,"
                                            USA,                                            SOLO,                                            FOURTYONEPLUS                                        ",2
124,2775674,"
                                            Germany,                                                                                                                                ",2
125,1648314,"
                                            USA,                                                                                                                                ",1
126,2208939,"
                                            Canada,                                                                                                                                ",1
127,1596679,"
                                            Australia,                                                                                                                                ",1
128,4283001,"
                                            Italy,                                            Male,                                            25-30                                        ",12
129,2248051,"
                                            England,                                                                                                                                ",1
130,2008180,"
                                            USA,                                                                                                                                ",1
131,2529278,"
                                            Finland,                                                                                                                                ",4
132,2908752,"
                                            Poland,                                                                                                                                ",1
133,2383637,"
                                            Chile,                                                                                                                                ",1
134,4055366,"
                                            Ireland,                                                                                                                                ",1
135,2936193,"
                                            Taiwan,                                                                                                                                ",1
136,2671188,"
                                            Canada,                                            Couple,                                            25-30                                        ",2
137,3771679,"
                                            USA,                                                                                                                                ",1
138,2999088,"
                                            Canada,                                                                                                                                ",6
139,1600202,"
                                            New Zealand,                                                                                                                                ",2
140,3718769,"
                                            Germany,                                            Mixed Group,                                            18-24                                        ",4
141,4032426,"
                                            Australia,                                                                                                                                ",1
142,4150341,"
                                            England,                                                                                                                                ",1
143,2980787,"
                                            South Africa,                                                                                                                                ",2
144,4066204,"
                                            Brazil,                                                                                                                                ",3
145,4251369,"
                                            USA,                                                                                                                                ",1
146,1188816,"
                                            Germany,                                                                                                                                ",1
147,4042893,"
                                            Norway,                                                                                                                                ",1
148,2237574,"
                                            USA,                                                                                                                                ",1
149,2169854,"
                                            Mexico,                                                                                                                                ",1
150,3931954,"
                                            Malaysia,                                                                                                                                ",1
151,2912458,"
                                            Finland,                                                                                                                                ",2
152,4978960,"
                                            Canada,                                                                                                                                ",4
153,1651754,"
                                            Italy,                                                                                                                                ",1
154,4749460,"
                                            USA,                                                                                                                                ",1
155,3973186,"
                                            France,                                                                                                                                ",2
156,1019095,"
                                            Canada,                                                                                                                                ",1
157,4326232,"
                                            Canada,                                                                                                                                ",1
158,2266676,"
                                            USA,                                                                                                                                ",1
159,4032709,"
                                            Spain,                                                                                                                                ",2
160,4723940,"
                                            USA,                                                                                                                                ",1
161,2939856,"
                                            USA,                                                                                                                                ",6
162,3949794,"
                                            Australia,                                                                                                                                ",2
163,1440919,"
                                            USA,                                                                                                                                ",1
164,3486844,"
                                            USA,                                                                                                                                ",1
165,2802563,"
                                            USA,                                                                                                                                ",1
166,3356609,"
                                            Germany,                                            Female,                                            31-40                                        ",2
167,1570327,"
                                            Spain,                                                                                                                                ",2
168,3142135,"
                                            Wales,                                                                                                                                ",1
169,2641109,"
                                            England,                                                                                                                                ",1
170,3874508,"
                                            Iraq,                                                                                                                                ",1
171,4564542,"
                                            Australia,                                            Mixed Group,                                            25-30                                        ",6
172,2898520,"
                                            Hungary,                                                                                                                                ",1
173,2441392,"
                                            Italy,                                                                                                                                ",1
174,4605168,"
                                            Norway,                                                                                                                                ",1
175,1460017,"
                                            Chile,                                                                                                                                ",1
176,2122522,"
                                            France,                                                                                                                                ",1
177,2099132,"
                                            Ireland,                                                                                                                                ",1
178,2803944,"
                                            England,                                                                                                                                ",1
179,2395029,"
                                            USA,                                                                                                                                ",2
180,4497434,"
                                            USA,                                                                                                                                ",1
181,4004817,"
                                            Hong Kong,                                                                                                                                ",1
182,2173814,"
                                            Australia,                                                                                                                                ",1
183,3992047,"
                                            USA,                                                                                                                                ",2
184,2994641,"
                                            USA,                                                                                                                                ",2
185,4448688,"
                                            India,                                                                                                                                ",1
186,4705856,"
                                            Finland,                                                                                                                                ",1
187,3536660,"
                                            Iceland,                                                                                                                                ",3
188,4872164,"
                                            England,                                                                                                                                ",1
189,3819643,"
                                            USA,                                                                                                                                ",1
190,2152328,"
                                            France,                                            Male,                                            31-40                                        ",1
191,1397437,"
                                            USA,                                                                                                                                ",1
192,4222767,"
                                            Belgium,                                            INALLFEMALEGROUP,                                            THIRTYONETOFOURTY                                        ",2
193,1285641,"
                                            Australia,                                            Female,                                            25-30                                        ",1
194,4034705,"
                                            England,                                                                                                                                ",1
195,1678670,"
                                            USA,                                                                                                                                ",1
196,4128611,"
                                            Netherlands,                                                                                                                                ",2
197,4402931,"
                                            South Korea,                                                                                                                                ",1
198,4474538,"
                                            England,                                                                                                                                ",2
199,1145678,"
                                            South Africa,                                                                                                                                ",1
200,4050308,"
                                            Australia,                                                                                                                                ",2
201,4514830,"
                                            Belgium,                                            Female,                                            41+                                        ",3
202,3858293,"
                                            England,                                                                                                                                ",1
203,4555927,"
                                            England,                                                                                                                                ",1
204,2701462,"
                                            Japan,                                                                                                                                ",1
205,3365980,"
                                            USA,                                                                                                                                ",1
206,3851597,"
                                            China,                                                                                                                                ",1
207,4207197,"
                                            Netherlands,                                                                                                                                ",1
208,2469002,"
                                            Italy,                                                                                                                                ",1
209,2937612,"
                                            Hong Kong,                                                                                                                                ",5
210,4410257,"
                                            USA,                                                                                                                                ",1
211,4956003,"
                                            USA,                                                                                                                                ",1
212,4063025,"
                                            India,                                                                                                                                ",2
213,4987322,"
                                            Germany,                                                                                                                                ",1
214,4070646,"
                                            Poland,                                                                                                                                ",1
215,3699300,"
                                            Spain,                                            Male,                                            25-30                                        ",9
216,1650130,"
                                            Netherlands,                                                                                                                                ",1
217,4106206,"
                                            Lithuania,                                                                                                                                ",9
218,3145038,"
                                            Denmark,                                                                                                                                ",2
219,3862156,"
                                            England,                                                                                                                                ",1
220,3902823,"
                                            Australia,                                                                                                                                ",9
221,3743677,"
                                            Sweden,                                                                                                                                ",1
222,1146565,"
                                            Germany,                                                                                                                                ",1
223,2379872,"
                                            USA,                                                                                                                                ",1
224,2315850,"
                                            USA,                                                                                                                                ",3
225,1593084,"
                                            Netherlands,                                                                                                                                ",1
226,4351006,"
                                            USA,                                                                                                                                ",1
