,user_id,about,num_revs
1298,8424509,"
                                            Germany,                                                                                                                                ",1
1299,6165672,"
                                            Brazil,                                                                                                                                ",1
1300,6154257,"
                                            Germany,                                                                                                                                ",1
1301,5088066,"
                                            USA,                                            Female,                                            25-30                                        ",21
1302,9296342,"
                                            Scotland,                                                                                                                                ",1
1303,5364694,"
                                            Sweden,                                                                                                                                ",1
1304,7785201,"
                                            Singapore,                                                                                                                                ",1
1305,5053905,"
                                            USA,                                                                                                                                ",1
1306,5167165,"
                                            Australia,                                            Female,                                            18-24                                        ",7
1307,6095917,"
                                            Switzerland,                                            Male,                                            31-40                                        ",10
1308,7909815,"
                                            USA,                                                                                                                                ",1
1309,5993883,"
                                            USA,                                                                                                                                ",1
1310,6064972,"
                                            Germany,                                                                                                                                ",1
1311,9947687,"
                                            Australia,                                                                                                                                ",1
1312,8268633,"
                                            Poland,                                                                                                                                ",1
1313,5953766,"
                                            Canada,                                                                                                                                ",1
1314,8442485,"
                                            Brazil,                                            Female,                                            25-30                                        ",2
1315,5942655,"
                                            Spain,                                                                                                                                ",1
1316,8335627,"
                                            Finland,                                            Female,                                            25-30                                        ",6
1317,9121044,"
                                            Australia,                                            Female,                                            25-30                                        ",1
1318,5530111,"
                                            USA,                                                                                                                                ",1
1319,6215382,"
                                            Netherlands,                                                                                                                                ",1
1320,5623651,"
                                            Ireland,                                                                                                                                ",1
1321,7972524,"
                                            USA,                                                                                                                                ",3
1322,9176579,"
                                            Israel,                                                                                                                                ",1
1323,6363905,"
                                            England,                                                                                                                                ",1
1324,7503565,"
                                            Switzerland,                                            Male,                                            25-30                                        ",2
1325,5399875,"
                                            England,                                                                                                                                ",6
1326,6869997,"
                                            USA,                                                                                                                                ",3
1327,9755766,"
                                            Switzerland,                                            Male,                                            31-40                                        ",1
1328,5139938,"
                                            USA,                                            Female,                                            41+                                        ",5
1329,6777593,"
                                            Belarus,                                            Female,                                            25-30                                        ",4
1330,8638075,"
                                            New Zealand,                                            Male,                                            25-30                                        ",2
1331,9782125,"
                                            USA,                                                                                                                                ",1
1332,9529772,"
                                            Brazil,                                                                                                                                ",1
1333,8754527,"
                                            Taiwan,                                            Female,                                            41+                                        ",6
1334,7512848,"
                                            Germany,                                                                                                                                ",1
1335,5720279,"
                                            USA,                                                                                                                                ",4
1336,5076285,"
                                            Greece,                                                                                                                                ",2
1337,9666194,"
                                            England,                                            Female,                                            31-40                                        ",1
1338,6259101,"
                                            Argentina,                                            SOLO,                                            TWENTYFIVETOTHIRTY                                        ",5
1339,9278946,"
                                            Germany,                                                                                                                                ",1
1340,8299939,"
                                            Germany,                                            Couple,                                            31-40                                        ",2
1341,6960125,"
                                            USA,                                                                                                                                ",1
1342,9562924,"
                                            France,                                            Mixed Group,                                            18-24                                        ",1
1343,6912518,"
                                            Italy,                                            Male,                                            41+                                        ",4
1344,5152470,"
                                            USA,                                                                                                                                ",1
1345,9202896,"
                                            USA,                                                                                                                                ",1
1346,5719918,"
                                            England,                                                                                                                                ",1
1347,9798387,"
                                            USA,                                                                                                                                ",1
1348,9269407,"
                                            England,                                            Couple,                                            25-30                                        ",15
1349,7155402,"
                                            Turkey,                                                                                                                                ",1
1350,8777869,"
                                            Scotland,                                            Male,                                            25-30                                        ",3
1351,5587668,"
                                            Australia,                                                                                                                                ",2
1352,8103435,"
                                            England,                                                                                                                                ",1
1353,6085640,"
                                            USA,                                                                                                                                ",1
1354,7525635,"
                                            Poland,                                            Female,                                            25-30                                        ",1
1355,9476177,"
                                            France,                                                                                                                                ",1
1356,6964818,"
                                            Canada,                                                                                                                                ",7
1357,8636830,"
                                            USA,                                                                                                                                ",10
1358,5556356,"
                                            England,                                            Male,                                            41+                                        ",3
1359,9366675,"
                                            Russia,                                                                                                                                ",1
1360,8848969,"
                                            Chile,                                            Female,                                            18-24                                        ",7
1361,6428785,"
                                            Switzerland,                                                                                                                                ",1
1362,5501761,"
                                            Netherlands,                                                                                                                                ",1
1363,9604951,"
                                            USA,                                                                                                                                ",1
1364,7288941,"
                                            Australia,                                                                                                                                ",1
1365,8732751,"
                                            Brazil,                                            Male,                                            25-30                                        ",2
1366,6684976,"
                                            USA,                                                                                                                                ",10
1367,7298097,"
                                            Italy,                                                                                                                                ",1
1368,5805527,"
                                            Spain,                                                                                                                                ",1
1369,9340148,"
                                            India,                                                                                                                                ",1
1370,9404141,"
                                            USA,                                            Female,                                            18-24                                        ",1
1371,9277396,"
                                            England,                                            Mixed Group,                                            18-24                                        ",2
1372,8219468,"
                                            England,                                                                                                                                ",1
1373,9703705,"
                                            Brazil,                                            Male,                                            31-40                                        ",6
1374,7265874,"
                                            Germany,                                                                                                                                ",1
1375,9667736,"
                                            Hong Kong,                                            Female,                                            18-24                                        ",2
1376,7120643,"
                                            Canada,                                                                                                                                ",2
1377,6369952,"
                                            Italy,                                            Female,                                            25-30                                        ",6
1378,9908061,"
                                            Italy,                                            Couple,                                            18-24                                        ",5
1379,5644847,"
                                            Canada,                                                                                                                                ",3
1380,8806320,"
                                            Spain,                                            Female,                                            31-40                                        ",11
1381,7589700,"
                                            Italy,                                                                                                                                ",1
1382,9712970,"
                                            Netherlands,                                            Female,                                            25-30                                        ",3
1383,7523242,"
                                            Poland,                                                                                                                                ",1
1384,9636947,"
                                            Brazil,                                            Couple,                                            31-40                                        ",1
1385,5875010,"
                                            Poland,                                            Male,                                            25-30                                        ",1
1386,8714014,"
                                            Australia,                                            Female,                                            25-30                                        ",1
1387,8655300,"
                                            Australia,                                                                                                                                ",2
1388,9841435,"
                                            France,                                            Male,                                            41+                                        ",2
1389,7334835,"
                                            Germany,                                                                                                                                ",1
1390,7815820,"
                                            Canada,                                            Mixed Group,                                            25-30                                        ",1
1391,6451837,"
                                            USA,                                                                                                                                ",2
1392,5964909,"
                                            Germany,                                            Male,                                            25-30                                        ",1
1393,8848533,"
                                            Austria,                                            All Male Group,                                            25-30                                        ",1
1394,6513891,"
                                            USA,                                                                                                                                ",3
1395,8203556,"
                                            Taiwan,                                                                                                                                ",1
1396,7518632,"
                                            Australia,                                                                                                                                ",1
1397,9444834,"
                                            Hungary,                                            Male,                                            31-40                                        ",3
1398,7455368,"
                                            Australia,                                                                                                                                ",1
1399,6853370,"
                                            Austria,                                                                                                                                ",1
1400,7225880,"
                                            Canada,                                            Male,                                            41+                                        ",2
1401,8371867,"
                                            Mexico,                                                                                                                                ",1
1402,8024896,"
                                            Hong Kong,                                            Female,                                            25-30                                        ",1
1403,6298727,"
                                            Poland,                                            Female,                                            25-30                                        ",3
1404,9594364,"
                                            Germany,                                            All Male Group,                                            25-30                                        ",1
1405,6338726,"
                                            Germany,                                            Male,                                            25-30                                        ",7
1406,5670468,"
                                            New Zealand,                                            Male,                                            25-30                                        ",3
1407,8582757,"
                                            Ireland,                                                                                                                                ",1
1408,7126480,"
                                            France,                                            Male,                                            25-30                                        ",3
1409,5393151,"
                                            France,                                            Couple,                                            25-30                                        ",12
1410,9095592,"
                                            France,                                            Couple,                                            41+                                        ",1
1411,9322246,"
                                            China,                                                                                                                                ",2
1412,8206478,"
                                            Canada,                                            Male,                                            18-24                                        ",10
1413,5684594,"
                                            Thailand,                                                                                                                                ",1
1414,6375463,"
                                            USA,                                            Male,                                            41+                                        ",2
1415,9017905,"
                                            England,                                                                                                                                ",1
1416,5719552,"
                                            England,                                                                                                                                ",2
1417,8125500,"
                                            Mexico,                                                                                                                                ",2
1418,6416540,"
                                            Australia,                                                                                                                                ",1
1419,7688615,"
                                            China,                                                                                                                                ",1
1420,5380378,"
                                            Poland,                                                                                                                                ",1
1421,8188766,"
                                            Switzerland,                                                                                                                                ",1
1422,5064001,"
                                            Kyrgyzstan,                                                                                                                                ",1
1423,6919960,"
                                            Kazakhstan,                                                                                                                                ",5
1424,9646885,"
                                            Australia,                                            Couple,                                            41+                                        ",3
1425,8047788,"
                                            New Zealand,                                            Male,                                            18-24                                        ",2
1426,9853277,"
                                            England,                                            Female,                                            25-30                                        ",8
1427,6183100,"
                                            Italy,                                                                                                                                ",1
1428,7547919,"
                                            Iran,                                            Male,                                            31-40                                        ",1
1429,8290742,"
                                            Brazil,                                            Male,                                            31-40                                        ",1
1430,5398062,"
                                            India,                                                                                                                                ",1
1431,5666753,"
                                            Spain,                                                                                                                                ",1
1432,6845500,"
                                            Canada,                                            Female,                                            25-30                                        ",2
1433,5285748,"
                                            Malaysia,                                            Female,                                            41+                                        ",5
1434,8248468,"
                                            Germany,                                                                                                                                ",1
1435,8283988,"
                                            Russia,                                            Female,                                            25-30                                        ",1
1436,8577942,"
                                            Scotland,                                            Female,                                            25-30                                        ",4
1437,5583061,"
                                            Canada,                                                                                                                                ",1
1438,5138944,"
                                            Germany,                                                                                                                                ",1
1439,8817143,"
                                            Brazil,                                                                                                                                ",1
1440,9096952,"
                                            Russia,                                                                                                                                ",1
1441,8173388,"
                                            Germany,                                            Female,                                            41+                                        ",1
1442,9323230,"
                                            Italy,                                            Male,                                            25-30                                        ",2
1443,9872916,"
                                            Ireland,                                                                                                                                ",5
1444,5346814,"
                                            Mexico,                                            Female,                                            25-30                                        ",5
1445,7248310,"
                                            France,                                                                                                                                ",1
1446,8534922,"
                                            Australia,                                            Female,                                            18-24                                        ",3
1447,7312635,"
                                            England,                                            Female,                                            18-24                                        ",1
1448,5143368,"
                                            Malaysia,                                                                                                                                ",5
1449,7134785,"
                                            Australia,                                            Female,                                            25-30                                        ",2
1450,9198397,"
                                            USA,                                                                                                                                ",1
1451,8664026,"
                                            Germany,                                                                                                                                ",1
1452,9346196,"
                                            Germany,                                                                                                                                ",1
1453,5193699,"
                                            Scotland,                                                                                                                                ",2
1454,8567726,"
                                            Sweden,                                            Female,                                            25-30                                        ",2
1455,9056754,"
                                            Australia,                                            Mixed Group,                                            18-24                                        ",1
1456,7009865,"
                                            Australia,                                                                                                                                ",1
1457,9984659,"
                                            China,                                                                                                                                ",1
1458,9876604,"
                                            Poland,                                                                                                                                ",1
1459,8605392,"
                                            Hong Kong,                                                                                                                                ",1
1460,8143960,"
                                            Canada,                                            Female,                                            25-30                                        ",19
1461,6199213,"
                                            England,                                            Couple,                                            31-40                                        ",5
1462,6585166,"
                                            Russia,                                                                                                                                ",1
1463,9218570,"
                                            Spain,                                                                                                                                ",1
1464,6142180,"
                                            Australia,                                                                                                                                ",1
1465,8095360,"
                                            USA,                                                                                                                                ",1
1466,7275159,"
                                            Switzerland,                                            Mixed Group,                                            31-40                                        ",19
1467,7783128,"
                                            England,                                            Male,                                            25-30                                        ",10
1468,8764422,"
                                            England,                                            Male,                                            25-30                                        ",4
1469,7314390,"
                                            England,                                                                                                                                ",1
1470,9496841,"
                                            Australia,                                            Couple,                                            41+                                        ",1
1471,5677885,"
                                            England,                                                                                                                                ",1
1472,7006825,"
                                            England,                                                                                                                                ",1
1473,6824723,"
                                            France,                                                                                                                                ",1
1474,9375472,"
                                            Brazil,                                                                                                                                ",1
1475,7971425,"
                                            Australia,                                                                                                                                ",1
1476,6079735,"
                                            Germany,                                                                                                                                ",3
1477,5451198,"
                                            Australia,                                                                                                                                ",1
1478,9387776,"
                                            Singapore,                                            Male,                                            18-24                                        ",1
1479,8629017,"
                                            Brazil,                                                                                                                                ",2
1480,6998427,"
                                            Austria,                                            Male,                                            25-30                                        ",6
1481,8126860,"
                                            Norway,                                                                                                                                ",1
1482,9767586,"
                                            France,                                            Male,                                            18-24                                        ",3
1483,7124374,"
                                            USA,                                                                                                                                ",3
1484,6431072,"
                                            Hong Kong,                                                                                                                                ",1
1485,7778414,"
                                            Germany,                                                                                                                                ",1
1486,9562527,"
                                            Bouvet Island,                                            Female,                                            25-30                                        ",11
1487,5325165,"
                                            France,                                                                                                                                ",10
1488,9838776,"
                                            Australia,                                                                                                                                ",1
1489,6541261,"
                                            France,                                                                                                                                ",1
1490,6904069,"
                                            Indonesia,                                                                                                                                ",1
1491,9725156,"
                                            Portugal,                                            Female,                                            18-24                                        ",1
1492,6130631,"
                                            Italy,                                                                                                                                ",1
1493,7930881,"
                                            Germany,                                            Couple,                                            25-30                                        ",1
1494,8813815,"
                                            USA,                                                                                                                                ",1
1495,6466581,"
                                            USA,                                                                                                                                ",1
1496,7302146,"
                                            USA,                                                                                                                                ",1
1497,9161126,"
                                            Canada,                                                                                                                                ",2
1498,6973010,"
                                            Australia,                                                                                                                                ",1
1499,6339771,"
                                            Canada,                                            Female,                                            25-30                                        ",5
1500,9648871,"
                                            Italy,                                                                                                                                ",1
1501,9264477,"
                                            Italy,                                            Couple,                                            25-30                                        ",1
1502,6381552,"
                                            Netherlands,                                            Female,                                            25-30                                        ",7
1503,8505567,"
                                            Ireland,                                                                                                                                ",1
1504,5454343,"
                                            Russia,                                                                                                                                ",1
1505,8210654,"
                                            USA,                                                                                                                                ",1
1506,6851461,"
                                            Italy,                                                                                                                                ",2
1507,7106170,"
                                            Romania,                                            Female,                                            25-30                                        ",4
1508,7304664,"
                                            England,                                                                                                                                ",1
1509,9440735,"
                                            Italy,                                            Male,                                            31-40                                        ",1
1510,9637562,"
                                            Portugal,                                                                                                                                ",1
1511,6859249,"
                                            Ireland,                                                                                                                                ",2
1512,9587839,"
                                            Turkey,                                            Female,                                            25-30                                        ",2
1513,9111097,"
                                            Canada,                                                                                                                                ",1
1514,5066169,"
                                            Germany,                                            Couple,                                            31-40                                        ",4
1515,7558742,"
                                            Czech Republic,                                            Male,                                            25-30                                        ",1
1516,8226717,"
                                            Germany,                                            Female,                                            25-30                                        ",2
1517,9451519,"
                                            Taiwan,                                            Male,                                            25-30                                        ",8
1518,7809380,"
                                            Germany,                                                                                                                                ",1
1519,6642833,"
                                            Italy,                                                                                                                                ",1
