,0
360,8660270
361,9214501
362,6760645
363,5536943
364,6052668
365,6438437
366,7268348
367,9758261
368,6022313
369,9723205
370,9627039
371,9046793
372,6818802
373,9005139
374,7222746
375,9086598
376,5001944
377,6346885
378,6030885
379,7591170
380,7812069
381,8400440
382,7776552
383,6720242
384,5554701
385,7954809
386,6892369
387,6293882
388,8333419
389,9698783
390,5486313
391,8722188
392,9515390
393,7663624
394,5935469
395,6321800
396,7512614
397,9269176
398,7959214
399,6372109
400,7426127
401,5059604
402,9190477
403,9356174
404,9480058
405,7331716
406,8100942
407,8756866
408,7270931
409,9149399
410,9366055
411,8380432
412,5371763
413,9422497
414,9294885
415,9214827
416,6300582
417,5486410
418,7326477
419,6875729
420,5217406
421,9169571
422,9083953
423,8637066
424,9091801
425,6753237
426,5735440
427,8141344
428,7768883
429,9473899
430,5983566
431,5070068
432,5036743
433,5128215
434,8626284
435,8683259
436,6639784
437,5191459
438,6831055
439,5952535
440,9066177
441,6987602
442,6984902
443,8303345
444,5510422
445,9580598
446,6097763
447,9176661
448,6026924
449,9891840
450,9115483
451,7572606
452,8280283
453,8789384
454,8467097
455,9334927
456,8950805
457,6747506
458,8098029
459,6035663
460,5573975
461,5816870
462,9090745
463,8150678
464,5515083
465,8062330
466,9217187
467,9811333
468,5045631
469,7088133
470,6735187
471,6155601
472,7696703
473,8407346
474,7924329
475,9330892
476,8177042
477,6616826
478,5932112
479,7986827
480,6271327
481,5510330
482,7239304
483,7610993
484,7984925
485,6625197
486,7305360
487,9625774
488,6846816
489,8639092
490,9921826
491,8490715
492,9235296
493,6025052
494,6701491
495,9338329
496,9850478
497,7472396
498,7572623
499,6529222
500,9680281
501,6427182
502,9345134
503,9936314
504,7339725
505,9674148
506,5786240
507,5400636
508,6039195
509,8607490
510,9854802
511,6490476
512,7459351
513,5599365
514,7955805
515,9210347
516,6615496
517,5245437
518,7043028
519,7709444
520,6596897
521,9961348
522,9785909
523,8999042
524,7307200
525,9794539
526,7420160
527,6926216
528,7350480
529,8898390
530,6086511
531,8724612
532,7652693
533,9506262
534,5115196
535,5765782
536,7237480
537,9069297
538,6639611
539,7966242
540,8596880
541,6955460
542,9709395
543,8845888
544,5817324
545,5031971
546,8862821
547,8704066
548,7851454
549,6338153
550,8239776
551,6926074
552,6484654
553,8381018
554,6732442
555,7832866
556,5871589
557,8873534
558,8333425
559,7883859
560,7797067
561,8733300
562,7395212
563,7125059
564,8656526
565,6862842
566,7675638
567,7769887
568,8409179
569,6685223
570,5207336
571,9881682
572,9376440
573,5825035
574,6133550
575,6469419
576,6148364
577,5314755
578,9561112
579,5980472
580,5659714
581,7004362
582,5666225
583,9621033
584,5042485
585,9392902
586,9802102
587,9507332
588,8200628
589,8763256
590,5238859
591,6285753
592,6944307
593,7706613
594,6056845
595,7701850
596,5723541
597,9214285
598,8503566
599,9022998
600,7376166
601,7418228
602,5073489
603,5735689
604,9526479
605,9639900
606,5863961
607,5697942
608,9849150
609,9027124
610,5263864
611,9364408
612,8741770
613,8826019
614,8455505
615,9662897
616,6292022
617,8400816
618,8983672
619,8000936
620,7165099
621,8618724
622,5048167
623,8014532
624,8038048
625,5196149
626,8319117
627,5965981
628,7168372
629,7421233
630,9206878
631,5695927
632,7361639
633,9701749
634,9571216
635,8615318
636,7521057
637,8523112
638,9820599
639,8362827
640,6468058
641,9622731
642,9827992
643,6950388
644,8038189
645,8265984
646,5696544
647,8062817
648,7965976
649,8653749
650,6988938
651,7614485
652,7979849
653,5200869
654,5228513
655,7033263
656,8592151
657,6928381
658,8889600
659,5070917
660,5449743
661,5318556
662,6154601
663,6084141
664,6179999
665,5290788
666,6825137
667,9978309
668,5360742
669,9291236
670,8578706
671,6808399
672,6215889
673,6726109
674,9925971
675,5719466
676,5737336
677,8406619
678,5158470
679,5245626
680,7247315
681,8809024
682,5852544
683,9709369
684,6837663
685,6206319
686,5354345
687,7350983
688,6267757
689,8039828
690,6403522
691,5831897
692,9784173
693,5603712
694,6381685
695,8600682
696,6590493
697,8440595
698,9795445
699,5652665
700,6472830
701,5616798
702,5588166
703,5163882
704,5122694
705,8232749
706,5822873
707,8554517
708,6654665
709,8278753
710,7878061
711,9849538
712,7558751
713,7559331
714,8818332
715,9421955
716,7183498
717,6505559
718,5339449
719,9995354
720,7872510
721,8037818
722,9553046
723,7649707
724,5388957
725,9236850
726,7577769
727,8350124
728,7760030
729,8266865
730,5523542
731,9779126
732,6168605
733,9524866
734,8598793
735,8021177
736,8885739
737,6814897
738,9076878
739,7738363
740,7456356
741,8410568
742,9600908
743,9477611
744,7673395
745,7202192
746,6410701
747,9793046
748,6624461
749,9289558
750,7575266
751,5287505
752,8827351
753,7268103
754,8081641
755,5872168
756,7868877
757,9724098
758,8695928
759,8381673
760,6824005
761,5506122
762,8008267
763,6060005
764,6376339
765,7299344
766,6106651
767,6515212
768,8318606
769,6279940
770,6959142
771,7415395
772,8958419
773,7252634
774,9134578
775,6776611
776,8677483
777,8692086
778,5165957
779,9686852
780,8204596
781,8884360
782,7264395
783,9398633
784,9936718
785,8783521
786,5530579
787,7586332
788,5669749
789,6061782
790,5852028
791,5070631
792,5847339
793,9094870
794,5188921
795,9015437
796,9573847
797,7080729
798,6068261
799,9876566
800,7664991
801,9417549
802,8580161
803,5943730
804,7399671
805,9616369
806,6301199
807,5288735
808,8595896
809,7590159
810,7306466
811,5209540
812,7360534
813,6289308
814,7948749
815,6751956
816,5531304
817,9137154
818,8448921
819,6419704
820,8572522
821,8583006
822,6069407
823,5149602
824,5217637
825,6821008
826,8362119
827,7768096
828,5978817
829,8368690
830,9420952
831,6297053
832,7979278
833,7100123
834,7238746
835,8038424
836,5773390
837,7211911
838,6148520
839,9833122
840,9179624
841,6802396
842,9438487
843,9086332
844,6482392
845,7349343
846,8139609
847,7095577
848,8358331
849,7992746
850,9768412
851,9468499
852,9215987
853,7401974
854,7647366
855,6179124
856,7944053
857,5140145
858,5399704
859,6065533
860,6534834
861,5202536
862,9404056
863,8186708
864,8840138
865,5126921
866,9251729
867,7007384
868,6147502
869,9691162
870,8639002
871,7764167
872,8107711
873,7907197
874,6912000
875,7742043
876,5871739
877,9754685
878,6249734
879,7883501
880,9410521
881,9565559
882,9538451
883,6075854
884,9202857
885,7814043
886,5230132
887,7332594
888,7629205
889,6528944
890,6212352
891,9530210
892,6998367
893,7203129
894,7511947
895,6953754
896,5900059
897,9093764
898,7194974
899,6199554
900,5390284
901,6944512
902,9360155
903,9096717
904,9393095
905,5595067
906,5662342
907,7416884
908,8882080
909,7005322
910,9947520
911,6934758
912,5376683
913,7008606
914,8546986
915,8690002
916,6464584
917,9814781
918,6095418
919,7922527
920,7642241
921,6652326
922,7185852
923,5170552
924,6047649
925,9645302
926,6706867
927,8866176
928,6874113
929,8026206
930,6328598
931,9971198
932,6664688
933,6023667
934,6352854
935,6500631
936,8691697
937,5728370
938,7377736
939,7106576
940,5666742
941,7688569
942,5783983
943,7587166
944,7784681
945,5364876
946,7974231
947,8062233
948,5503640
949,9549748
950,9965709
951,5115614
952,5293816
953,9526733
954,8893575
955,6369951
956,6099540
957,7708876
958,9636923
959,7234861
960,7622914
961,8031831
962,6476808
963,6855903
964,5766225
965,9095804
966,6637826
967,7975104
968,8152348
969,6817944
970,6221678
971,9042844
972,9090673
973,9839657
974,6760408
975,8019181
976,6304384
977,6975694
978,6998002
979,7159403
980,8053268
981,9408748
982,6692444
983,7339506
984,9051551
985,5873694
986,8041586
987,9261858
988,6059367
989,5695850
990,9968361
991,6973477
992,8880614
993,7566461
994,8035732
995,9512334
996,5095692
997,9855107
998,8835798
999,6322487
