,0
309,4491024
310,4566551
311,4082098
312,1496949
313,1157672
314,3903176
315,1177357
316,3446020
317,1269731
318,4219042
319,2127534
320,3761978
321,1462567
322,4164214
323,4029565
324,1785293
325,3091892
326,4855018
327,4766773
328,4729675
329,3383807
330,3366876
331,2167068
332,1931836
333,1831476
334,2695666
335,1511992
336,4018123
337,4901045
338,3074346
339,2019638
340,4673056
341,3485679
342,3852648
343,2975595
344,1663130
345,2885900
346,4645727
347,2854523
348,1381207
349,2144151
350,4376071
351,2085483
352,4088223
353,2409090
354,3218829
355,2138688
356,3145205
357,4643451
358,2107597
359,2003898
360,4846022
361,3709839
362,1834464
363,4309047
364,1076961
365,4689680
366,4063992
367,2425204
368,2733367
369,2075954
370,4489854
371,3531500
372,2760789
373,2741226
374,1499501
375,3174815
376,4971786
377,2659732
378,1267045
379,4613700
380,1465112
381,2533874
382,3845029
383,3949556
384,3059923
385,2572664
386,2003164
387,2028943
388,3829823
389,3350914
390,3222297
391,1228677
392,2487946
393,4222459
394,4710210
395,4265267
396,4679727
397,4138897
398,1303800
399,3451070
400,4813401
401,1055699
402,4800771
403,3731638
404,1432474
405,2883292
406,4621525
407,3697111
408,2364699
409,1365865
410,3782362
411,4222260
412,4581671
413,4155728
414,4151639
415,3464501
416,1586847
417,1961600
418,4293311
419,2145381
420,2464726
421,4069144
422,1739816
423,3139430
424,4943715
425,2490438
426,4287664
427,4236487
428,3321808
429,1610593
430,2220890
431,1139574
432,4538153
433,1032337
434,4512568
435,3334221
436,4508952
437,1581454
438,3889284
439,1347526
440,1624768
441,1930419
442,1775349
443,4719044
444,1390467
445,3608939
446,1661788
447,3689931
448,3017890
449,3477761
450,4500554
451,4501533
452,1976563
453,2705827
454,4180359
455,1608758
456,4776288
457,2520543
458,2374353
459,4861623
460,4381823
461,3081238
462,2502513
463,4378529
464,4335606
465,3250931
466,4009275
467,2601510
468,3468076
469,2741110
470,1748096
471,2212313
472,2306876
473,3244540
474,1427620
475,2726866
476,1859821
477,2909536
478,2053928
479,2247920
480,4556590
481,3561088
482,4021647
483,3823741
484,2257752
485,1282210
486,2713093
487,4670788
488,3278723
489,3495804
490,1859866
491,4722360
492,4477097
493,1430014
494,3890196
495,1226578
496,3099748
497,3883971
498,4112771
499,4270247
500,2006764
501,4478970
502,2600698
503,2289953
504,4959768
505,3185268
506,3997632
507,2378588
508,1786005
509,4057881
510,4183997
511,4381674
512,2578957
513,3900734
514,1999846
515,1938910
516,4614798
517,4138947
518,2747919
519,2585792
520,2587736
521,1793072
522,4449775
523,4900277
524,2160622
525,1950545
526,1312129
527,3004805
528,4459077
529,2892442
530,2376215
531,3516522
532,4638172
533,4945835
534,3414197
535,2086126
536,1684043
537,3852106
538,4379698
539,1861995
540,1260428
541,3679075
542,3571029
543,1773067
544,4186973
545,1779311
546,1510797
547,3955157
548,1699111
549,3874612
550,3914739
551,1128022
552,3710364
553,1248887
554,4981418
555,1328213
556,4992198
557,4920002
558,2562517
559,2686041
560,2107318
561,3422138
562,3651512
563,2752658
564,3513538
565,2769540
566,4249928
567,2726614
568,3290455
569,1898165
570,4135263
571,4468826
572,4224822
573,1132324
574,2425764
575,1405944
576,4077008
577,4830957
578,4929745
579,2522063
580,4713098
581,4804705
582,4174998
583,4897251
584,2079079
585,1094892
586,2320300
587,1478881
588,4972097
589,4619905
590,3244770
591,3465967
592,3133400
593,4823026
594,2399965
595,2153125
596,3705123
597,4560296
598,4401561
599,2395492
600,2256477
601,1669321
602,1894103
603,3829466
604,4374751
605,3896443
606,4722377
607,2370106
608,4511117
609,2077602
610,1328706
611,2085750
612,2262686
613,4728124
614,4578157
615,2480371
616,4743568
617,3108863
618,4661580
619,1509970
620,3240109
621,2529172
622,4955892
623,1690310
624,3363226
625,2050515
626,1398790
627,3756816
628,3490360
629,2154123
630,1794237
631,4476806
632,4813505
633,4214855
634,4738013
635,1732743
636,2644445
637,3890784
638,2997109
639,4378584
640,3133104
641,4597092
642,1741271
643,1342075
644,2463975
645,2041731
646,3017209
647,3371172
648,4676803
649,4223158
650,4766578
651,1928501
652,1235855
653,3951407
654,4754963
655,4934151
656,3170286
657,1972554
658,4869997
659,4260180
660,3521691
661,1603659
662,2876242
663,4291829
664,1616767
665,4192275
666,4695933
667,2987374
668,1331897
669,1455988
670,2466168
671,3450327
672,4909229
673,4498881
674,3411718
675,1438061
676,1077257
677,3674564
678,1232443
679,1643379
680,4650984
681,4499077
682,1603130
683,3387747
684,2040248
685,2990896
686,1467505
687,3885957
