,hostel_id,hostel
900,900,Paddy's Palace Belfast
901,901,Beau Site
902,902,Soul Backpackers Barcelona
903,903,J-Hoppers Hiroshima Guesthouse
904,904,Hostel Mostel
905,905,Great Hostels Backpackers Los Pinos Banos
906,906,Hostelboat Anna Maria II
907,907,Hostel Mundo Joven Catedral
908,908,Azul Cielo Hostel
909,909,36 ROOMS Berlin Kreuzberg
910,910,Marmara Guesthouse
911,911,Velkommen Guesthouse
912,912,The Cranky Croc Hostel
913,913,The Ginger Monkey
914,914,SnowBunnys
915,915,Lausanne Youth Hostel Jeunotel
916,916,Hotel Restaurant Pax
917,917,Greg & Tom Party Hostel
918,918,Camping Fabulous
919,919,Nuovo Ostello di Bergamo
920,920,Bed and Breakfast Alla Vucciria
921,921,Gay Hostel Puerta Del Sol
922,922,Euro Youth Hostel
923,923,Sol A Sol Hostel
924,924,City Sleep-In
925,925,Hostel Posty Bremen
926,926,Eva's Backpackers
927,927,High Street Hostel
928,928,Spire Hostel
929,929,Hotel Mahayana
930,930,Aventura Boutique Hostel
931,931,Chester Backpackers
932,932,Kings Hotel
933,933,Beach Backpackers Hostel Rio de Janeiro
934,934,Hostel Kyotokko (ex Kyoto Cheapest Inn)
935,935,Huangshan Bed and Breakfast
936,936,Comfort Hotel Rouen Alba
937,937,Mt. Fuji Hostel Michael's
938,938,Matsumoto Backpackers
939,939,AS House (Asakusa Smile)
940,940,Central Park Studios at Lexington Ave. Co.
941,941,Hostel de las Manos
942,942,Hostel El Jesuita
943,943,St. Vincent's Guesthouse
944,944,Hotel Engelbertz
945,945,Caterina Private Rooms and Apartments
946,946,M&J Hostel
947,947,BA Stop
948,948,NgocThao GuestHouse
949,949,Heart Of Amsterdam
950,950,La Casa Mata Central
951,951,Coroleuhouse-BCN
952,952,Donegal Town Independent hostel
953,953,Egans House
954,954,YHA Cambridge
955,955,Alice Lodge Backpackers
956,956,5footway.inn Project Chinatown 1
957,957,Hostel Mondpalast
958,958,Lagarto Backpackers Hostel
959,959,Mountbatten Hotel
960,960,Louise 20
961,961,Sleephere
962,962,Princes Street Backpackers East
963,963,Mama's Home
964,964,Hostel Che Babel
965,965,Three Monkeys Hostel
966,966,Hola Ola Hostel
967,967,Buena Onda Backpackers
968,968,Sleepers Sleep Cheaper Hostel
969,969,The Dreamer Hostel
970,970,Casa Kayam Hostal y Residencia Artistica
971,971,Casa Kiwi Hostel Medellin
972,972,Caelum Hostel
973,973,Vibes Hostel
974,974,Community Hostel
975,975,Gotum Hostel & Restaurant 2
976,976,Hotel Aliados
977,977,Truthostel (ex-Residencial Avenida)
978,978,Hostel Helvetia
979,979,Dizzy Daisy Downtown Hostel
980,980,Way Hostel
981,981,Sky - Hostel
982,982,St Christopher's Inn Gare du Nord
983,983,Ace Inn Shinjuku
984,984,Hostel Ka'beh Cancun
985,985,YWCA Hotel
986,986,Rumblefish Adventure
987,987,The Times Hostel - Camden Place
988,988,Igloo Backpackers Hostel
989,989,Hatters Backpack Hostel -Birmingham
990,990,Bath Backpackers
991,991,St Christopher's Village
992,992,@Hua Lamphong
993,993,Masada Backpacker
994,994,Frendz Resort Boracay
995,995,Hostel & Cafe Bar Backpackers Miyajima
996,996,J-Hoppers Osaka Guesthouse
997,997,Atillas Getaway
998,998,Itinere Rooms
999,999,Lisbon Destination Hostel
1000,1000,Two Ducks Hostel
1001,1001,Lucky Lake Hostel
1002,1002,Smart Stay Hostel Munich City
1003,1003,Los Mostros Hostel
1004,1004,El Viajero - B&B
1005,1005,Baxpax Downtown Hostel/Hotel
1006,1006,Jollyboys Backpackers
1007,1007,La Tana
1008,1008,St Kilda Hostel
1009,1009,Geo-Home Holiday Hostel
1010,1010,Niriis Hotel
1011,1011,Paddy's Palace Dublin
1012,1012,Hostel Dobre Sedlo
1013,1013,Vannis Haus
1014,1014,Oak Hostel Zen
1015,1015,Asuka Guesthouse
1016,1016,Bamber House
1017,1017,Nomads Auckland
1018,1018,Bumbles Backpackers Queenstown
1019,1019,Kiwi Basecamp
1020,1020,Situs Hostel
1021,1021,Back in BA
1022,1022,Asian Delight B&B
1023,1023,Happy Hostel
1024,1024,3BE Backpackers Bed
1025,1025,Don Santiago Hostel
1026,1026,Beacons Backpackers
1027,1027,Budget Mapesbury Hostel
1028,1028,Hotel Brivio
1029,1029,Mamas Pension
1030,1030,Frolic Goats Hostel
1031,1031,B&B Stella Elsa
1032,1032,Flying Pig Uptown
1033,1033,Katerina And John Hotel
1034,1034,Hotel Alla Salute
1035,1035,A-yado Gion
1036,1036,Hostel Greci
1037,1037,Feetup Yellow Nest Hostel
1038,1038,"Lavender Circus Hostel, Doubles & Ensuites"
1039,1039,Hostel Inn Zona Rosa
1040,1040,YHA London Earls Court
1041,1041,Maple Leaf Guesthouse
1042,1042,Yangshuo 11 Hostel
1043,1043,Vy Khanh Hostel
1044,1044,SoBe Hostel & Bar
1045,1045,The Backpack Cape Town
1046,1046,Kolega Guesthouse
1047,1047,Sayang Maha Mertha Hotel
1048,1048,Lub d Bangkok Silom
1049,1049,Room007 Ventura Hostel
1050,1050,Hostel Pompo
1051,1051,AVAIL Hostel
1052,1052,Old Sailor Apartments
1053,1053,La Coccinella Affittacamere
1054,1054,New Hostel Florence
1055,1055,OstellOlinda
1056,1056,Camping Serenissima
1057,1057,Hotel Prime
1058,1058,CCLy Hostel
1059,1059,Legend R.G
1060,1060,Hangzhou Hofang International Youth Hostel
1061,1061,Hostel Hikers Den
1062,1062,Hotel Palazzuolo
1063,1063,City Lodge Stockholm
1064,1064,Slottsskogens Youth Hostel
1065,1065,A&O Hamburg Hauptbahnhof
1066,1066,Tanaya Bed & Breakfast
1067,1067,LSE Carr-Saunders Hall
1068,1068,Oasis Backpackers' Hostel Sevilla
1069,1069,Hostal Forestal
1070,1070,Panda House Chiangmai
1071,1071,Koala Beach Resort Cairns
1072,1072,JugendgÃ¤stehaus Lichterfelde
1073,1073,The Amazing Hostel Sayulita
1074,1074,Carpe Noctem Vitae
1075,1075,City Backpackers Hostel
1076,1076,San Martin Hostal
1077,1077,Pint on Punt Backpackers
1078,1078,Prague Square Hostel
1079,1079,Ocean Island Inn | Backpackers | Suites
1080,1080,Shoestrings Airport Lodge
1081,1081,Cabosu House Beppu Hamayu
1082,1082,Ikawa Ryokan
1083,1083,Narita Airport Hostel
1084,1084,Emerald Palace
1085,1085,Sunflower Place Silom
1086,1086,Au-Domisiladore
1087,1087,Urbany Hostel Barcelona
1088,1088,Fabrika Hostel & Gallery
1089,1089,Magic Bus Kiev
1090,1090,Guesthouse Tennoji
1091,1091,Nara Guest House 3F
1092,1092,Indy House
1093,1093,Dyeing and Hostel Nakashimaya
1094,1094,Hostelche
1095,1095,Nimbin Rox YHA Resort
1096,1096,Nomads Byron Bay
1097,1097,Footprints Hostel
1098,1098,San Francisco Hostal
1099,1099,BedÂ´nBudget Hostel Hannover
1100,1100,Friedi's Apartment - Beate Richter
1101,1101,Yes! Porto Hostel
1102,1102,Bamboo Eco Hostel
1103,1103,Capitol City Hostel
1104,1104,6 small rooms
1105,1105,Garden Stone
1106,1106,Threehouse Bed and Breakfast
1107,1107,Old Penang GuestHouse
1108,1108,Jinta Andaman
1109,1109,Siem Reap Rooms
1110,1110,Khaosan Tokyo Kabuki
1111,1111,Silver Moon Guest House Anjuna
1112,1112,Hostel Pisa
1113,1113,Bed & Breakfast Leopoldo
1114,1114,Residencia Erasmus-Gracia
1115,1115,Hostel 7 Santi
1116,1116,Hostel Bella Capri
1117,1117,Perugia Farmhouse Backpackers
1118,1118,Labyrinth Hostel Weimar
1119,1119,Jugendherberge Hamburg-Auf dem Stintfang
1120,1120,Hostel Slotania
1121,1121,Kinlay House Cork
1122,1122,Nomad
1123,1123,Hotel Tirreno
1124,1124,Mosaic Hostel
1125,1125,Oxford Backpackers Hostel
1126,1126,Amsterdam Hostel Orfeo
1127,1127,Hotel and Youth Hostal Mayflower
1128,1128,Home Made Hostel
1129,1129,Nap Hostel Pecs
1130,1130,El Viajero San Andres Hostel & Suites
1131,1131,Carpe Noctem Original
1132,1132,Sweet Home Salamanca
1133,1133,Albergue los Pascuales
1134,1134,Clifden Town Hostel
1135,1135,"Strandhill Lodge, Hostel & Surf School"
1136,1136,Aline Hostel
1137,1137,PLUS Camping Jolly
1138,1138,The Treehouse
1139,1139,Casa de Billy Barcelona Gran Via
1140,1140,Second Home Hostel
1141,1141,Baan Nampetch Hostel
1142,1142,Yes! Lisbon Hostel
1143,1143,Souk Lan Xang Guest House
1144,1144,Hostel Brickyard
1145,1145,Hong Kong Inn
1146,1146,LEE & NO Guesthouse & Hostel
1147,1147,16EUR Hostel
1148,1148,Old Town Munkenhof
1149,1149,Planet Traveler Hostel
1150,1150,Hotel Hermes Tossa del Mar
1151,1151,Cosmopolit Hotel
1152,1152,Pal's Hostel
1153,1153,Berlin Youth Hostel International
1154,1154,Global Village
1155,1155,LoLHostel Siracusa
1156,1156,Eurohostel
1157,1157,Hotel Queen Anne
1158,1158,Sleep Well Youth Hostel
1159,1159,Wanderlust Hostel in Floersheim
1160,1160,Backpackers Villa Sonnenhof (Hostel Interlaken)
1161,1161,365 Inn
1162,1162,Apartment Johnny
1163,1163,Hotel San Giovanni
1164,1164,Vintage Hostel Gare du Nord
1165,1165,Colosseum Rooms
1166,1166,King Square
1167,1167,Keystone House Kings Cross
1168,1168,Stockholm Hostel
1169,1169,Annex Copenhagen
1170,1170,St George Hotel
1171,1171,Hotel des Mines
1172,1172,Hostel Nomads
1173,1173,Euphemia Old City Canal Zone
1174,1174,Phuoc An Hotel
1175,1175,Hanoi Rendezvous Hotel
1176,1176,Hotel La Madeleine
1177,1177,Scoozi Hostel
1178,1178,Lucky Family Hostel
1179,1179,Flying Pig Beach Hostel
1180,1180,Kingkool
1181,1181,Hostel Strowis
1182,1182,Bunk Brisbane
1183,1183,Edwin's Art Guesthouse -former Downtown Guesthouse
1184,1184,Woodstock Hostel Montmartre
1185,1185,Base Queenstown
1186,1186,Mountain View Backpackers
1187,1187,YHA Franz Josef
1188,1188,The Flaming Kiwi Backpackers
1189,1189,Tower Bridge Hostel
1190,1190,Hotel Fiera
1191,1191,Green Kiwi Backpacker Hostel
1192,1192,Vertigo Vieux-Port
1193,1193,Hostel Brikette
1194,1194,Jaeger Acton Hostel
1195,1195,Jetpak Alternative
1196,1196,Kangaroo-Stop
1197,1197,MEININGER Vienna Central Station
1198,1198,Vienna City Hostel
1199,1199,The Flying Fox
1200,1200,Hospedaje Turistico Recoleta
1201,1201,Agora Hostel and Guesthouse
1202,1202,Singgahsana Lodge
1203,1203,Elysian Sapa Hotel
1204,1204,Hanoi Guest House Ma May
1205,1205,Hanoi 3B Hostel
1206,1206,Hong Thien Ruby Hotel
1207,1207,Nhi Trung Hotel
1208,1208,Saigon Balo Hostel
1209,1209,Eighty8 Phnom Penh
1210,1210,Inkosana Lodge
1211,1211,Britannia on William
1212,1212,Cambridge Lodge Budget Hostel
1213,1213,Guest House Yahata
1214,1214,Maddy Hostel
1215,1215,Monteverde Backpackers
1216,1216,Arenal Backpackers Resort
1217,1217,Adventure Queenstown Hostel
1218,1218,Franz Josef Montrose
1219,1219,United Backpackers
1220,1220,James BLUE
1221,1221,Wake Up! Sydney Central
1222,1222,Prague's Heaven
1223,1223,King Tut Hostel
1224,1224,HomePlus Hostel
1225,1225,Abraham Hostel Jerusalem
1226,1226,Petra Gate Hostel and Hotel
1227,1227,Babushka House
1228,1228,Eight Elephants & Dreaming Dragon Hostel
1229,1229,Dahab Hostel
1230,1230,Hostel Che Playa
1231,1231,Mexico City Hostel
1232,1232,M Montreal
1233,1233,Gorge View
1234,1234,CabanaCopa Hostel
1235,1235,Good Morning Hostel Belgrade
1236,1236,Hostel Heart of Sarajevo
1237,1237,Youth Hostel Dubrovnik
1238,1238,Hostel Split
1239,1239,Hobo Bear Hostel
1240,1240,H2ohostel
1241,1241,Flinders Backpackers
1242,1242,Palmers Lodge - Hillspring at Willesden Green
1243,1243,Pension Tara
1244,1244,Friendly AQP
1245,1245,Pil Pil Hostel
1246,1246,Roger's House
1247,1247,Bern Backpackers Hotel&Hostel Glocke
1248,1248,Central Hostel Riga
1249,1249,2kronor Hostel - Vasastan
1250,1250,B&B La Milagrosa
1251,1251,Fernloft City (Chinatown)
1252,1252,Hostel Centraal
1253,1253,Check In Hostel
1254,1254,Aras Ghleann Cholm Cille
1255,1255,Arnies Backpackers
1256,1256,Taipei Design Hostel
1257,1257,IS@K Guest House
1258,1258,"Miami Beach Bikini Hostel, Cafe & Beer Garden"
1259,1259,HanSung Motel
1260,1260,Alameda Hotel
1261,1261,The Maze Backpackers
1262,1262,Pay Purix Hostel - Lima Airport
1263,1263,Cheers Hostel
1264,1264,Patio 19
1265,1265,Alloggi Gerotto Calderan
1266,1266,Soggiorno Pitti
1267,1267,Coliseum Rooms
1268,1268,Rooms Ciencias
1269,1269,Residencia Malaga Backpackers
1270,1270,Marcopolo Inn
1271,1271,Casa Azul Hostel
1272,1272,Hotel Postiljon
1273,1273,Alvaro Residencia
1274,1274,Cap Europe
1275,1275,Hostel Posillipo
1276,1276,Krile
1277,1277,Republika Hostel
1278,1278,Funky Fes
1279,1279,Hostel Nina
1280,1280,Hostel Hayat
1281,1281,Northfields Hostel
1282,1282,360 Hostel Barcelona
1283,1283,Jazz Hostel & Apartments
1284,1284,Hostel Villa Skansi
1285,1285,Safestay York
1286,1286,HI-Toronto
1287,1287,Hlemmur Square
1288,1288,YHA Bristol
1289,1289,Liberty Hotel Paris
1290,1290,Lion Lodge Lucerne
1291,1291,Ecohostel Andromeda
1292,1292,Vila 11
1293,1293,Yangshuo Showbiz Hostel
1294,1294,Wada Hostel in Guilin
1295,1295,Living Lounge Hostel
1296,1296,The City at Fifty
1297,1297,Tassie Backpacker @ The Brunswick Hotel
1298,1298,The Little Pub Backpackers
1299,1299,Let's Rock Hostel
1300,1300,Miami Hostel
1301,1301,Hostel Alessandro Palace & Bar
1302,1302,Generation Europe Youth Hostel
1303,1303,La Comarca Hostel
1304,1304,Hotel Du Commerce
1305,1305,Hotel Sidhartha
1306,1306,Boomerang Hostel & Apartments
1307,1307,Parami Guesthouse
1308,1308,Hostel La Creole
1309,1309,Stayokay Den Haag (The Hague)
1310,1310,Willy Wallace Hostel
1311,1311,Be Ramblas Hostel
1312,1312,B&B Rigoletto
1313,1313,Ostello Dante
1314,1314,The Loft Hostel Budapest
1315,1315,Check Inn HK
1316,1316,Chengdu Lazybones Backpacker Boutique Hostel
1317,1317,Essaouira Youth Hostel & Social Travel
1318,1318,RedPsycho Llama Eco Hostel
1319,1319,Youth Hostel Piero Rotta
1320,1320,Formosa Backpackers & Apartment
1321,1321,Emma's Guesthouse
1322,1322,Classic Inn Budget Hotel
1323,1323,Guesthouse Odinn
1324,1324,Lost Inn Lisbon
1325,1325,Balco Harmony Hostel
1326,1326,Envoy Hostel
1327,1327,Sakura Hotel Ikebukuro
1328,1328,Ideal Youth Hostel
1329,1329,Mambo Tango Youth Hostel
1330,1330,Bay Adventurer Apartments and Backpackers Resort
1331,1331,Jalan-Jalan Emas
1332,1332,Venture Hostel
1333,1333,Justabed
1334,1334,Timen's House
1335,1335,Around The World Backpackers
1336,1336,Hotel Richard
1337,1337,ET Budget Guest House - By The Beach
1338,1338,Oscars Hostel
1339,1339,HI - Lisbon Centre
1340,1340,Hostel New King
1341,1341,"HI-Halifax, Halifax Heritage House Hostel"
1342,1342,Central Ischia
1343,1343,Torre al Sur Hostel
1344,1344,Haikou Banana International Youth Hostel
1345,1345,Tribu Hostel
1346,1346,Overnativa Green Hostel
1347,1347,7 Duendes
1348,1348,Boomerang Guesthouse
1349,1349,Derry City Independent Hostel
1350,1350,Downhill Beachhouse
1351,1351,Le Gite du Plateau Mont-Royal
1352,1352,Soggiorno Burchi
1353,1353,Riverbank's Hostel
1354,1354,Kiwipaka Waitomo
1355,1355,Aussie Way Hostel
1356,1356,Duc Vuong Hotel
1357,1357,Dragon Hostel Hong Kong
1358,1358,Le Tour Traveler's Rest Youth Hostel
1359,1359,Youth Hostel Plakias
1360,1360,La Posada de Huertas
1361,1361,Hostel Splendido Sibenik
1362,1362,Hostel Hannover
1363,1363,The Explorers Guesthouse and Hostel
1364,1364,Grand Luxe Hostel
1365,1365,Ashoka Hostel
1366,1366,Townside Hostel Bremen
1367,1367,Pension George
1368,1368,San Remo Hostel
1369,1369,Ape Latina
1370,1370,Grand Hostel Berlin
1371,1371,HI Madison
1372,1372,Youth Meeting Home
1373,1373,Plug Inn-Montmartre Boutique hostel
1374,1374,Hostel Krumlov House
1375,1375,Kayun Hostel
1376,1376,Hostel Orange
1377,1377,Friends Hostel Bucharest
1378,1378,Hedonist Hostel
1379,1379,Hullam Hostel
1380,1380,Blablabla' Bari
1381,1381,Parthenon Hostel
1382,1382,Smiddy Bunkhouse & Blacksmiths Backpackers Lodge
1383,1383,Broadford Backpackers Hostel
1384,1384,The 4You Hostel Munich
1385,1385,The Lazy Falken Backpacker
1386,1386,Banana Bungalow West Hollywood
1387,1387,Mountain Hostels
1388,1388,Anandamayi Hostel & Hotel
1389,1389,Palace Hostel
1390,1390,Yiu Fai Guest House
1391,1391,Diamond Diggers Backpackers
1392,1392,Hostel Mora Mendoza
1393,1393,Castillo Surfista Hostel
1394,1394,H Rado Hostel
1395,1395,Hostel Empedrado
1396,1396,Antarctica Hostel
1397,1397,La Casa De Tounens
1398,1398,TAS D VIAJE Hostel - Surf Camp - Suites
1399,1399,Iguassu Guest House
1400,1400,Lisetonga Hostel
1401,1401,Little Castle
1402,1402,Antwerp Backpackers Hostel
1403,1403,Hostel Sylvabelle
1404,1404,Liv'in Lisbon Hostel
1405,1405,Babel Hostel Sevilla
1406,1406,Tamar Hostel
1407,1407,City Hostel Seattle
1408,1408,YHA London Central
1409,1409,Pension Volina
1410,1410,Cruz de los Andes
1411,1411,YMCA Hostel
1412,1412,Rock&Wood International Youth Hostel
1413,1413,Funny Yummy Angel
1414,1414,Urban Hostel LLP (Backpackers)
1415,1415,Pansion Aldi
1416,1416,Jumbo Stay STF/IYHF
1417,1417,HI Holandes
1418,1418,Bamboo Rio Hostel
1419,1419,Home at The Mansion
1420,1420,Riad Al Faras
1421,1421,Villa Theresa B&B
1422,1422,The Jade Emu International Hostel
1423,1423,Smart Place Gare du Nord
1424,1424,Freedom Hostel - MG
1425,1425,Hostel Mundo Joven CancÃºn
1426,1426,Hostal del Fraile
1427,1427,Yaxkin Hostel
1428,1428,Posada del Abuelito
1429,1429,Casa Angel Youth Hostel
1430,1430,Hostel Casona Poblana
1431,1431,Knockree Hostel (Hostelling International)
1432,1432,Amarcord B&B
1433,1433,Skywalk
1434,1434,Hotel Lorraine
1435,1435,Lisbon Chillout Hostel
1436,1436,Captain Jack's Hostel Portobelo
1437,1437,Nikko Park Lodge
1438,1438,MPS Noorderzon
1439,1439,Heyuan International Youth Hostel
1440,1440,Stayokay Amsterdam Vondelpark
1441,1441,Backpackers BCN
1442,1442,Blue Sea St Georgeâs Park
1443,1443,BT Rooms
1444,1444,Le Regent Montmartre Hostel & Budget Hotel
1445,1445,Guest House SÃ£o Filipe
1446,1446,Suzhou Joya International Youth Hostel
1447,1447,Reggae Guest House
1448,1448,Long Hostel
1449,1449,Krowi Inn
1450,1450,Rumah Kayu Bali
1451,1451,Bon Paul & Sharky's Hostel
1452,1452,Darna Village Beach Hostel
1453,1453,Old Town Alur Hostel
1454,1454,The Dancing Eesti
1455,1455,Belman Hostel
1456,1456,Sanlitun Youth Hostel
1457,1457,Happy Dragon Hostel
1458,1458,Boogie Hostel
1459,1459,Landhaus Hotel
1460,1460,acama Hotel & Hostel Kreuzberg
1461,1461,Ottawa Backpackers Inn
1462,1462,Duke Hostel
1463,1463,Eagles Nest Backpackers
1464,1464,BackHome Kuala Lumpur
1465,1465,Cozy Bangkok Place
1466,1466,Etnico Eco Hostel
1467,1467,Hotel Sotavento
1468,1468,Backpackers Family House
1469,1469,Smugglers Cove Beach Resort
1470,1470,Zeppelin Hostel
1471,1471,Barra Guest Hostel
1472,1472,Hotel des Andelys
1473,1473,Smart City Hostel by Safestay
1474,1474,HI San Diego - Downtown
1475,1475,Pension Aduar
1476,1476,Med Cezir Hotel
1477,1477,La Casona de Don Jaime 2
1478,1478,No.8 Willesden Hostel London
1479,1479,Hello Marseille Hostel
1480,1480,Glenwood Springs Hostel
1481,1481,St Christopher's Greenwich
1482,1482,Auberge Bagatelle
1483,1483,Beachside 1770 YHA
1484,1484,AWA Nuevo Colon
1485,1485,Firehouse Hostel
1486,1486,Die Wohngemeinschaft
1487,1487,Hotel Cortez Azul
1488,1488,HI Praia do Forte Hostel
1489,1489,The Village Surry Hills
1490,1490,El Misti House
1491,1491,Hostal de Granados
1492,1492,Gojo Guesthouse - Annex
1493,1493,Los Amigos Backpackers Hostel
1494,1494,Haus International
1495,1495,Midtown Hostel
1496,1496,Absynt Hostel
1497,1497,#Lwowska26 Hostel
1498,1498,Egali Hostel
1499,1499,"PubLove @ The Great Eastern, Greenwich"
1500,1500,7 Sages(Qixian)Youth Hostel
1501,1501,HI - Lagos Youth Hostel
1502,1502,Graffiti
1503,1503,Pantokrator Hotel
1504,1504,Orange Hostel Krakow
1505,1505,Amsterdam Cribs B&B
1506,1506,Old Town Hostel Gdansk
1507,1507,New World St. Hostel
1508,1508,Jimmy Jumps House/Hostel
1509,1509,Generator Hostel Copenhagen
1510,1510,STF/HI Vandrarhem MalmÃ¶ City
1511,1511,Backpackers GÃ¶teborg
1512,1512,All Nations Backpackers
1513,1513,YHA Manchester
1514,1514,Lake District Backpackers
1515,1515,Hostel Cat
1516,1516,Ideal Hostel Pension
1517,1517,Equity Point London
1518,1518,Hostel Utopia
1519,1519,The Green Backpackers
1520,1520,Hongdae Guesthouse
1521,1521,Mundo Hostel
1522,1522,St Christopher's Hammersmith
1523,1523,Som Guesthouse
1524,1524,TWH-Tai Wan Hotel Hong Kong
1525,1525,Posada los Mapaches
1526,1526,Dubrovnik Old Town - Ane Rooms
1527,1527,Hostel Urbano
1528,1528,Mar-Mar
1529,1529,L' Imbarcadero
1530,1530,Okinawa Sora House
1531,1531,The White Tulip Hostel
1532,1532,Piya Hotel/Hostel
1533,1533,El Viajero Cartagena Hostel
1534,1534,Masaya Hostel BogotÃ¡
1535,1535,Hotel Hipotel Paris Hippodrome
1536,1536,Hotel Voltaire Republique
1537,1537,AAE Casino Wild West Las Vegas
1538,1538,Dizzy Daisy Hostel Prague
1539,1539,Rowan Tree Hostel
1540,1540,Center Ramblas
1541,1541,La Controra Hostel Rome
1542,1542,Tranquil Lodge
1543,1543,Baxpax Kreuzberg Hostel
1544,1544,Comte de Nice
1545,1545,Grand Hotel Magenta
1546,1546,Snail Hostal
1547,1547,Hans Brinker Hostel
1548,1548,Old Evora
1549,1549,Azelinda Guesthouse
1550,1550,Kim's Homestay
1551,1551,Lake View Lanka Guesthouse
1552,1552,Pak-Up Hostel
1553,1553,Sezgin's Guesthouse
1554,1554,Museum Inn Hostel
1555,1555,Harbourside City Backpackers
1556,1556,The Cozyness Hostel
1557,1557,A&O KÃ¶ln Neumarkt
1558,1558,Chengdu Mix Hostel Backpackers
1559,1559,Colors Budapest Hostel & Apartment
1560,1560,Liqing Hotel
1561,1561,Sully Hotel
1562,1562,Hostal Castilla I Atocha
1563,1563,Hotel Stars Geneve Aeroport
1564,1564,Wild Rover Backpackers Hostel Arequipa
1565,1565,Ecopackers
1566,1566,Hostel San Sisto - Due Torri
1567,1567,Everton Hostel
1568,1568,Lemon Tree
1569,1569,Sanya Blue Sky International Youth Hostel
1570,1570,The 80's Guesthouse
1571,1571,Derwentwater Independent Hostel
1572,1572,YHA Grasmere Butharlyp Howe
1573,1573,YHA Hawkshead
1574,1574,London Waterloo Hostel
1575,1575,Hotel Caravaggio
1576,1576,St Christopher's Inn - London Bridge
1577,1577,Hostel Santa Monaca
1578,1578,St Christopher's Apartments Berlin
1579,1579,Central Hostel Bg
1580,1580,May De Ville Backpackers Hostel
1581,1581,Sunflower Hotel Hoi An
1582,1582,Albergue Zaragoza Hostel
1583,1583,Wake UP! Cairo Hostel
1584,1584,Paradise Beach Resort Mykonos
1585,1585,The Tent Munich
1586,1586,Hikers Hostel Plovdiv
1587,1587,Francesco's
1588,1588,Hostel Incognito
1589,1589,Hostel HARUYA Kyoto
1590,1590,"The Wild, Wild West Dallas Irving Backpackers' B&B"
1591,1591,Condor's House
1592,1592,Flying Pig Downtown
1593,1593,Civic Guest House Backpackers Hostel
1594,1594,Bamboo Paradise
1595,1595,In Da Lodge
1596,1596,The Happy Mango Tree
1597,1597,Surf Riders Fuerteventura
1598,1598,Far Out Beach Club
1599,1599,Hotel Antonia
1600,1600,Athenstyle
1601,1601,Arts Factory Lodge
1602,1602,Mango Tourist Hostel
1603,1603,1770 Southern Cross Backpackers
1604,1604,Lisboa Central Hostel
1605,1605,Bodega Bangkok
1606,1606,Hug Hostel
1607,1607,Hostel Revolution
1608,1608,Comrade Hostel
1609,1609,Casa de la Musica Hostel
1610,1610,Sunnide Resort
1611,1611,Old Town Brasov Hostel
1612,1612,Livingstone Backpackers
1613,1613,Southend Hostel Bremen
1614,1614,Albergue Vila Carioca Hostel
1615,1615,Blue Mountains Backpacker Hostel
1616,1616,Casa Felisa
1617,1617,Albergo Argentina
1618,1618,O de Casa Hostel Bar
1619,1619,Tucano House Backpackers B&B
1620,1620,Baroque Hostel
1621,1621,Generator Hamburg
1622,1622,Goldenes Theater Hotel Salzburg
1623,1623,Luxembourg City Hostel
1624,1624,Tapir Hostel
1625,1625,Miss Sophie's Hotel
1626,1626,Youth Hostel Zadar
1627,1627,Hostal La Fuente
1628,1628,Triana Backpackers
1629,1629,Cecilia's Guest House
1630,1630,Hostel Andrew
1631,1631,Apple Hostel
1632,1632,Russafa
1633,1633,Camping Rialto
1634,1634,Reykjavik City Hostel
1635,1635,Hotel Sindibad
1636,1636,Tomato Kyoto Station
1637,1637,Hostel Veronique
1638,1638,Belford Hostel
1639,1639,Hostal BruÃ±a
1640,1640,SoBo House Brighton
1641,1641,Apartment Siroka
1642,1642,ClinkNOORD
1643,1643,Europa Hotel
1644,1644,Barbieri Sol Hostel
1645,1645,Salitre Hostel
1646,1646,Aberdeen Youth Hostel
1647,1647,Hostal Cafe Tiana
1648,1648,Hostel Miran
1649,1649,Habitat HQ
1650,1650,Bunkhouse Plus
1651,1651,Gaudys Backpackers Hostel
1652,1652,The Overstay
1653,1653,Chillout Hostel Cafe
1654,1654,Gulnasi's Guest House
1655,1655,Chateau Windsor Hotel
1656,1656,Dingo Moon Lodge
1657,1657,Vardar Family Pension
1658,1658,Mustafa Pension
1659,1659,Crowded House
1660,1660,Mavi Guesthouse
1661,1661,Summit Zero
1662,1662,Alexandria Hotel
1663,1663,Hostel Sova
1664,1664,Manga hostel
1665,1665,Hostel City Center Sarajevo
1666,1666,"PubLove @ The Steam Engine, Waterloo"
1667,1667,Birmingham Central Backpackers
1668,1668,Hotel Alexis
1669,1669,El Misti Hostel Copacabana
1670,1670,Sumac Chaska Hostel
1671,1671,Blue Moon Apartments
1672,1672,NosDa Hostel & Bar
1673,1673,Travel Joy Hostels Chelsea
1674,1674,Rossco Backpackers Hostel
1675,1675,Hotel Jorgensen
1676,1676,Our Melting Pot - El Nido
1677,1677,Hotel My Home
1678,1678,Golden Mango Inn
1679,1679,Lub d Bangkok Siam
1680,1680,Sunflower Hostel
1681,1681,Bodega Phuket
1682,1682,Milan Hostel Emmy
1683,1683,Young & Happy Hostel Latin Quarter
1684,1684,Barbieri International
1685,1685,Bled Hostel
1686,1686,Celica Art Hostel
1687,1687,Saki Guesthouse
1688,1688,Freddy's Hotel
1689,1689,Hostel Mostel Veliko Tarnovo
